Date,Sender,Message,Polarity,Subjectivity,Keyword_profit,Keyword_loss,Keyword_target,Keyword_buy,Keyword_sell,Message_Length,Word_Count,Capital_Words_Count,Keyword_stock,Keyword_hold
2024-12-05 04:39:31+00:00,-1001843670580,765,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:39:26+00:00,-1001843670580,764,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:39:19+00:00,-1001843670580,762,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:39:12+00:00,-1001843670580,760,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-05 04:39:06+00:00,-1001843670580,"Buy banknifty 53100 pe
753
SL
TGT780790",0.0,0.0,0.0,0.0,0.0,True,False,0.030660377358490566,0.033816425120772944,0.020833333333333332,False,False
2024-12-05 02:38:59+00:00,-1001843670580,Long shot ratio of fii and dii ,-0.05,0.4,0.0,0.0,0.0,False,False,0.02437106918238994,0.033816425120772944,0.0,False,False
2024-12-05 02:38:59+00:00,-1001843670580,"FII DII DATA 
FII were net buying privious day
Dii on selling ",0.0,0.0,0.0,0.0,0.0,True,True,0.04874213836477988,0.05797101449275362,0.08333333333333333,False,False
2024-12-05 02:38:45+00:00,-1001843670580,Sensex important levels ,0.4,1.0,0.0,0.0,0.0,False,False,0.01886792452830189,0.014492753623188404,0.0,False,False
2024-12-05 02:38:13+00:00,-1001843670580,Midcpnifty important levels ,0.4,1.0,0.0,0.0,0.0,False,False,0.022012578616352203,0.014492753623188404,0.0,False,False
2024-12-05 02:37:29+00:00,-1001843670580,Banknifty important levels ,0.4,1.0,0.0,0.0,0.0,False,False,0.021226415094339625,0.014492753623188404,0.0,False,False
2024-12-05 02:37:01+00:00,-1001843670580,Nifty important levels ,0.4,1.0,0.0,0.0,0.0,False,False,0.018081761006289308,0.014492753623188404,0.0,False,False
2024-12-05 02:05:36+00:00,-1001843670580,"Global market update 
Gifnifty showing a flat opening 
",-0.0125,0.0625,0.0,0.0,0.0,False,False,0.04323899371069183,0.03864734299516908,0.0,False,False
2024-12-04 11:11:42+00:00,-1001843670580,,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0,0.0,False,False
2024-12-04 11:11:11+00:00,-1001843670580,Jackpot return today,0.0,0.0,0.0,0.0,0.0,False,False,0.015723270440251572,0.014492753623188404,0.0,False,False
2024-12-04 09:44:50+00:00,-1001843670580,Jackpot return today,0.0,0.0,0.0,0.0,0.0,False,False,0.015723270440251572,0.014492753623188404,0.0,False,False
2024-12-04 09:32:44+00:00,-1001843670580,Jackpot blast ,0.0,0.0,0.0,0.0,0.0,False,False,0.011006289308176102,0.00966183574879227,0.0,False,False
2024-12-04 09:31:48+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 09:31:43+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 09:31:29+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 09:31:23+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 09:31:16+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 09:31:10+00:00,-1001843670580,J,0.0,0.0,0.0,0.0,0.0,False,False,0.0007861635220125787,0.004830917874396135,0.0,False,False
2024-12-04 09:28:41+00:00,-1001843670580,Jmm,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 09:16:18+00:00,-1001843670580,915,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 09:16:04+00:00,-1001843670580,909,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 09:15:30+00:00,-1001843670580,906,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 09:14:40+00:00,-1001843670580,905,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 09:14:35+00:00,-1001843670580,901,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
2024-12-04 09:14:22+00:00,-1001843670580,900,0.0,0.0,0.0,0.0,0.0,False,False,0.002358490566037736,0.004830917874396135,0.0,False,False
